,mol_id,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
111800,gdb_111801,3.05042,1.35553,1.30434,1.3895,74.26,-0.2427,0.0046,0.2473,1061.6606,0.161374,-423.01134400000007,-423.00372000000004,-423.002776,-423.043495,30.336,-1852.4391984681,-1864.5419645511,-1875.210872569,-1723.1033184781
111840,gdb_111841,2.66641,1.4578,1.27603,2.9123,76.29,-0.2353,0.005,0.2403,1072.7996,0.160877,-423.002879,-422.99488499999995,-422.993941,-423.035555,31.066,-1847.1273347831,-1858.9979225360998,-1869.666830554,-1718.1208970179998
111880,gdb_111881,2.44887,1.25127,1.14723,1.3006,84.95,-0.2536,0.0727,0.3264,1235.8973,0.20863400000000001,-388.286498,-388.277712,-388.276768,-388.31998,34.435,-2161.091422789,-2176.0198618991,-2189.0607539370003,-2006.1048574060999
111920,gdb_111921,2.37583,1.1712,0.8826200000000001,1.5806,88.79,-0.2338,0.0239,0.2576,1433.7712,0.205066,-388.315139,-388.305196,-388.304252,-388.349797,37.662,-2179.0639080581,-2193.2663192551,-2206.307211293,-2024.8152932591001
111960,gdb_111961,2.76042,1.29073,1.05007,2.5535,77.43,-0.242,-0.0135,0.2284,1224.6805,0.159564,-419.268198,-419.25900099999996,-419.258057,-419.30312200000003,32.943000000000005,-1852.742285315,-1863.857352232,-1874.52626025,-1724.786297616
112000,gdb_112001,2.65719,1.40435,1.18801,0.8791,84.13,-0.2281,0.01,0.2381,1161.8513,0.18265699999999999,-387.07279,-387.06392999999997,-387.06298599999997,-387.106211,33.771,-2027.330349331,-2040.4352472870999,-2052.290147315,-1885.676467671
112040,gdb_112041,2.38706,1.34149,1.0909200000000001,1.7647,82.09,-0.2422,0.0267,0.2688,1250.1596,0.19337200000000002,-404.38321,-404.37349900000004,-404.372555,-404.418014,36.467,-2073.174901853,-2086.633714885,-2099.081610918,-1925.395277335
112080,gdb_112081,3.01728,1.21722,0.9656399999999999,0.2636,91.2,-0.2335,0.0285,0.2621,1322.2843,0.207596,-351.165233,-351.15647,-351.15552599999995,-351.198689,34.497,-2221.672396667,-2236.6158959931,-2249.656788031,-2066.9255397221
112120,gdb_112121,2.80703,1.27662,1.0278,1.3221,75.85,-0.2476,0.0143,0.2619,1228.4373,0.171413,-440.29944800000004,-440.29029299999996,-440.289349,-440.333625,33.782,-1884.280260146,-1896.3102351851,-1907.572139208,-1749.222125585
112160,gdb_112161,3.2498299999999998,1.0650899999999999,0.83925,3.5506,80.53,-0.2384,-0.044000000000000004,0.1945,1387.8299,0.157668,-423.059554,-423.050095,-423.049151,-423.094522,33.703,-1882.6914073579999,-1893.6426944260002,-1904.3116024439998,-1755.1232202211
112200,gdb_112201,2.5845,1.3071,0.9651,2.7243,81.68,-0.2181,-0.021,0.1971,1273.3184,0.169225,-403.128025,-403.11888999999996,-403.117946,-403.162052,34.169000000000004,-1913.386637602,-1925.4297903301,-1936.6916943529998,-1778.490400363
112240,gdb_112241,2.21887,1.37663,0.90866,6.007000000000001,75.32,-0.2547,-0.0357,0.21899999999999997,1280.9973,0.146335,-439.134633,-439.125479,-439.124534,-439.16917800000004,32.548,-1781.1999842251,-1791.453481285,-1801.5287657889999,-1659.7437347481
112280,gdb_112281,2.53557,1.19249,0.90912,4.1534,72.86,-0.2488,-0.03,0.2188,1313.7676,0.15706900000000001,-460.15129800000005,-460.141725,-460.14078099999995,-460.18634299999997,34.338,-1803.5857402911,-1814.4648638239998,-1825.1337718420002,-1675.809847675
112320,gdb_112321,3.10429,1.20544,0.95725,5.037,71.5,-0.2481,-0.0069,0.2412,1214.8585,0.148041,-439.08441500000004,-439.07608700000003,-439.07514299999997,-439.117863,31.151,-1749.6877372631,-1760.4595567570002,-1770.53546877,-1627.5431104129998
112360,gdb_112361,2.90803,1.23042,0.9646600000000001,2.5805,73.64,-0.2763,-0.0135,0.2628,1239.4665,0.147919,-439.15278,-439.144179,-439.14323499999995,-439.18682,31.62,-1792.5873900481,-1803.1878995851,-1813.2638115981,-1670.8142485260998
112400,gdb_112401,2.24791,1.41095,0.9098700000000001,2.9871,66.11,-0.2463,-0.0407,0.2055,1217.5352,0.123655,-475.07882699999993,-475.070128,-475.069183,-475.113093,31.258000000000003,-1609.847984122,-1618.6092647801001,-1627.498557274,-1501.3315977339998
112440,gdb_112441,2.54755,1.21193,0.93324,2.5427,78.91,-0.2362,-0.0162,0.22,1316.4162,0.181171,-424.25455300000004,-424.245029,-424.244085,-424.28917300000006,35.214,-2004.712414935,-2017.400019406,-2029.254919434,-1863.5548928941
112480,gdb_112481,2.41329,1.16309,0.8854,0.9467,78.72,-0.255,0.0181,0.2731,1391.8769,0.168716,-440.28260199999994,-440.27221799999995,-440.271274,-440.318721,36.068000000000005,-1873.709243532,-1884.96801001,-1896.229914033,-1739.869731449
112520,gdb_112521,2.26557,1.2405899999999999,1.09864,3.2939,75.54,-0.2569,0.0006,0.2575,1232.0299,0.159049,-419.199079,-419.189555,-419.188611,-419.233918,34.464,-1809.3694907441,-1820.279362218,-1830.948270236,-1681.3601647801001
112560,gdb_112561,2.40021,1.18689,1.01817,0.4914,81.82,-0.2453,0.0559,0.3012,1343.9798,0.20278800000000002,-425.42607300000003,-425.41538899999995,-425.414445,-425.461587,39.641,-2112.000138701,-2125.73693822,-2138.777830258,-1958.032647934
112600,gdb_112601,3.3142300000000002,0.9714299999999999,0.91085,2.0543,72.29,-0.2477,-0.0344,0.2134,1343.5166,0.156424,-460.15451500000006,-460.14484699999997,-460.143903,-460.189854,34.708,-1805.6044367441,-1816.4239469221,-1827.0928549401,-1678.0130317741
112640,gdb_112641,1.95153,1.36909,0.9107700000000001,1.1233,88.23,-0.2222,0.0343,0.2566,1383.6911,0.20533099999999999,-388.308746,-388.298802,-388.297858,-388.34327,37.654,-2175.052243021,-2189.2540267091,-2202.2949187470003,-2020.7195420161
112680,gdb_112681,3.25078,1.01016,0.81214,2.3343,79.59,-0.2365,-0.0165,0.2201,1449.3637,0.181187,-424.25719699999996,-424.24758899999995,-424.24664400000006,-424.29201100000006,35.216,-2006.3715487311,-2019.0064424460002,-2030.860714965,-1865.3357634360998
112720,gdb_112721,2.42509,1.1364,0.96524,1.2291,74.8,-0.2505,0.0739,0.3244,1313.5367,0.179678,-461.34305199999994,-461.33263,-461.33168600000005,-461.37796900000006,38.838,-1923.5704811630999,-1935.693955043,-1947.5488550710002,-1782.3433056231
112760,gdb_112761,2.32229,1.22635,0.9132399999999999,2.7404,79.36,-0.2729,0.0307,0.3036,1324.7978,0.170297,-403.15385499999996,-403.144119,-403.14317400000004,-403.188828,35.251,-1929.5951950720998,-1941.2612148910998,-1952.522491405,-1795.2925813471
112800,gdb_112801,2.66323,1.1665299999999998,0.9574,3.3576,71.88,-0.2523,-0.0407,0.2116,1261.0536,0.15787400000000001,-460.149828,-460.140468,-460.139524,-460.18432,34.145,-1802.6633020610998,-1813.6760850110998,-1824.3449930289999,-1674.5403969679999
112840,gdb_112841,2.67327,1.27433,0.99379,1.3086,85.69,-0.2462,0.0883,0.3345,1313.6621,0.20615300000000003,-388.300766,-388.291615,-388.290671,-388.334461,35.493,-2170.0447212011,-2184.744119526,-2197.785011564,-2015.191815235
112880,gdb_112881,2.2854900000000002,1.3684399999999999,0.9183600000000001,1.9578,77.26,-0.2661,0.0245,0.2906,1320.0676,0.170208,-440.31973099999993,-440.31040199999995,-440.309458,-440.354213,34.202,-1897.0080251931,-1908.928813666,-1920.190717689,-1762.141280877
112920,gdb_112921,3.14275,0.9918,0.79589,1.3662,88.08,-0.233,0.0319,0.2649,1496.9571,0.206508,-388.310842,-388.301333,-388.300389,-388.344946,36.431,-2176.367501885,-2190.8422519881,-2203.883144026,-2021.7712471001
112960,gdb_112961,3.8654,0.7379399999999999,0.66309,1.82,82.69,-0.2549,0.0738,0.3287,1741.7982,0.204026,-425.412104,-425.401558,-425.40061299999996,-425.44813899999997,38.764,-2103.2344654801,-2117.0578612411,-2130.09812577,-1949.5939069021
113000,gdb_113001,2.45025,1.02721,0.91538,3.0126,86.3,-0.243,-0.0208,0.2223,1435.132,0.204057,-388.297109,-388.28685099999996,-388.285907,-388.332979,37.427,-2167.749920788,-2181.7546666501003,-2194.795558688,-2014.2618468971
113040,gdb_113041,3.18016,0.8620899999999999,0.74552,2.0132,85.32,-0.243,0.052000000000000005,0.295,1593.7177,0.180309,-387.049093,-387.039151,-387.038207,-387.084916,36.329,-2012.4602685580999,-2024.8862017760998,-2036.741101804,-1872.3136635161
113080,gdb_113081,2.0124400000000002,1.2323,0.99116,0.7686,82.42,-0.2431,0.0781,0.3212,1359.3471,0.204085,-425.40077699999995,-425.39030199999996,-425.389358,-425.436225,38.233000000000004,-2096.1266710371,-2109.9946199370997,-2123.035511975,-1942.117764676
113120,gdb_113121,2.41168,1.18557,0.8961399999999999,4.6949,76.09,-0.2968,-0.0317,0.2651,1305.3019,0.12352,-396.925547,-396.916383,-396.915439,-396.959954,32.381,-1626.140000289,-1634.610116771,-1643.500036774,-1517.863949848
113160,gdb_113161,3.33744,1.13224,0.96168,15.9227,70.58,-0.1745,-0.0229,0.1516,1234.0271,0.144401,-476.158494,-476.14916900000003,-476.148224,-476.19316100000003,33.804,-1659.4971237111,-1669.6426892231,-1679.717973727,-1537.86140666
113200,gdb_113201,2.56287,1.06396,0.951,1.0841,89.2,-0.2329,0.0743,0.3072,1431.1961,0.225992,-389.47723199999996,-389.466075,-389.465131,-389.51306,41.449,-2280.4361044811,-2295.65382524,-2309.8807092879997,-2113.5507134401
113240,gdb_113241,4.29783,0.76655,0.7299800000000001,0.7251,92.56,-0.2571,0.0532,0.3102,1665.4012,0.20291900000000002,-351.120252,-351.109542,-351.10859700000003,-351.155939,39.916,-2193.446414338,-2207.1681536410997,-2220.20841817,-2040.099529972
113280,gdb_113281,2.72071,1.08465,0.8694299999999999,5.3881,72.01,-0.28600000000000003,-0.0657,0.2203,1339.1667,0.12113099999999999,-437.88127699999995,-437.871876,-437.870931,-437.91621100000003,32.596,-1622.5594339351,-1630.880830784,-1639.7701232779998,-1514.718247231
113320,gdb_113321,2.51587,1.0536,0.8441,1.7074,86.53,-0.2565,0.0288,0.2853,1474.6170000000002,0.178857,-387.048087,-387.03750299999996,-387.036559,-387.084002,38.433,-2011.8289945041001,-2023.852066944,-2035.7069669720001,-1871.74012029
113360,gdb_113361,2.6981900000000003,1.00187,0.8569200000000001,3.0552,84.94,-0.2376,-0.0215,0.21600000000000003,1474.4895,0.191351,-404.33817400000004,-404.32768500000003,-404.326741,-404.373968,37.828,-2044.914406529,-2057.885017559,-2070.3329135920003,-1897.756015921
113400,gdb_113401,4.43844,0.99813,0.9371,3.2709,76.49,-0.2418,0.0758,0.3176,1321.8286,0.157687,-422.929218,-422.920908,-422.919964,-422.962421,31.693,-1800.9043943341,-1812.576689243,-1823.245597261,-1672.2286538120002
113440,gdb_113441,3.5126,0.92112,0.83975,1.6747,79.76,-0.2532,0.0672,0.3204,1470.5063,0.180418,-424.199316,-424.1897230000001,-424.188779,-424.23435,35.772,-1970.0507003020998,-1982.6950066521,-1994.54990668,-1829.1529669870001
113480,gdb_113481,4.44337,0.9366,0.91996,1.7291,75.83,-0.2289,0.0647,0.2936,1324.1547,0.160003,-419.119308,-419.111031,-419.11008599999997,-419.15256,31.745,-1759.312470305,-1771.004845502,-1781.673126011,-1630.3072875581
113520,gdb_113521,3.49099,0.9758700000000001,0.87361,4.6233,74.33,-0.2472,0.0322,0.2794,1341.5537,0.146945,-439.08200999999997,-439.07275899999996,-439.071815,-439.11684299999996,32.982,-1748.1785781181,-1758.371206805,-1768.4471188179998,-1626.9030512331
113560,gdb_113561,3.04347,1.0095399999999999,0.90694,1.7329,75.59,-0.2454,0.0652,0.3106,1354.4265,0.170889,-440.238752,-440.2295730000001,-440.228628,-440.272999,34.624,-1846.1929738820002,-1858.2078887051,-1869.469165219,-1711.1787649510998
113600,gdb_113601,3.48441,0.7189399999999999,0.62945,4.6895,85.5,-0.2817,-0.0575,0.2242,1723.0139,0.122656,-400.71716499999997,-400.70793399999997,-400.70699,-400.752335,32.213,-1656.2535296901,-1664.6822305781,-1673.572150581,-1548.8164587820002
113640,gdb_113641,2.51214,1.16961,0.9737399999999999,2.8521,64.32,-0.2918,-0.1045,0.1874,1203.3446,0.098485,-473.800878,-473.791909,-473.790965,-473.835717,30.693,-1435.7751049951,-1442.589852735,-1450.2937807279998,-1340.989243036
113680,gdb_113681,3.8598199999999996,0.82978,0.76121,5.0504,74.89,-0.2453,0.018000000000000002,0.2633,1539.0951,0.158854,-456.33809800000006,-456.32796900000005,-456.327025,-456.374487,35.32,-1759.929311652,-1770.4589126720002,-1781.12782069,-1632.636600966
113720,gdb_113721,3.4795599999999998,0.85395,0.74752,1.3259,85.79,-0.2613,0.0332,0.2945,1579.4029999999998,0.17977100000000001,-387.03911400000004,-387.028639,-387.027695,-387.07507000000004,38.321,-2006.1983562470002,-2018.2898271681,-2030.144727196,-1866.1352099020999
113760,gdb_113761,3.8122599999999998,0.79919,0.73107,2.3982,77.37,-0.2531,-0.0354,0.2176,1595.511,0.169041,-440.268079,-440.258155,-440.25721,-440.303941,35.579,-1864.595930325,-1876.1433509429999,-1887.404627457,-1730.595148429
113800,gdb_113801,3.4069,0.97398,0.9233299999999999,2.7987,75.9,-0.23600000000000002,0.0603,0.2963,1352.0911,0.170502,-440.233546,-440.22430599999996,-440.223361,-440.26786200000004,35.24,-1842.926162028,-1854.9027988020998,-1866.164075316,-1707.9552512179998
113840,gdb_113841,2.08398,1.5155299999999998,1.10809,3.1127,78.66,-0.2147,0.0559,0.2707,1186.373,0.182624,-424.182138,-424.17302699999993,-424.172083,-424.215668,35.483000000000004,-1959.2713507001001,-1972.2181163881,-1984.073016416,-1817.429843849
113880,gdb_113881,3.99445,0.71625,0.65858,1.5465,76.27,-0.2441,-0.0141,0.23,1721.7046,0.16888399999999998,-440.273897,-440.26364900000004,-440.262704,-440.310899,36.004,-1868.246777687,-1879.590885389,-1890.8521619029998,-1734.9613560510002
113920,gdb_113921,2.75906,0.9003399999999999,0.8022100000000001,2.1465,86.84,-0.2164,0.0657,0.282,1583.6243,0.21525999999999998,-405.514565,-405.50363,-405.502686,-405.551043,39.843,-2155.258726634,-2169.7265741380997,-2183.360462181,-1995.15859041
113960,gdb_113961,3.8502099999999997,0.7184,0.71002,2.2624,82.72,-0.2447,0.0727,0.3175,1703.193,0.194511,-404.30167400000005,-404.291983,-404.291039,-404.337619,35.727,-2022.010328029,-2035.4816912411,-2047.929587274,-1874.9466912801001
114000,gdb_114001,2.97324,0.76135,0.65184,2.7368,80.44,-0.2523,-0.0283,0.2239,1750.7742,0.179105,-424.209791,-424.19940599999995,-424.198461,-424.24690499999997,36.245,-1976.6238570771,-1988.7711762991,-2000.6254488181,-1837.0313424821
114040,gdb_114041,2.80177,1.14751,0.9728700000000001,1.9718,78.86,-0.2283,0.0727,0.3011,1307.9616,0.18121400000000001,-424.191622,-424.182146,-424.1812019999999,-424.22544800000003,36.454,-1965.2226460560998,-1977.9403709591,-1989.795270987,-1823.5668818689999
114080,gdb_114081,3.78855,1.0953,1.0171700000000001,0.7648,81.64,-0.2254,0.0674,0.2928,1276.9024,0.19554100000000002,-404.319284,-404.310726,-404.309782,-404.352142,34.299,-2033.060761519,-2047.2430924281,-2059.690988461,-1884.0600044870998
114120,gdb_114121,4.05055,0.8865700000000001,0.81863,0.8721,86.55,-0.239,0.0894,0.3283,1528.7143,0.20454,-388.255281,-388.245458,-388.244513,-388.290096,36.749,-2141.5024743361,-2155.7801866131,-2168.820451142,-1987.3523784501
114160,gdb_114161,5.00455,0.89174,0.8244100000000001,1.8486,80.82,-0.2246,0.0263,0.2509,1386.4034,0.146678,-401.862025,-401.853141,-401.852196,-401.895622,33.635999999999996,-1746.8118635161,-1757.2354155151002,-1767.310700019,-1625.0167591791
114200,gdb_114201,2.5926299999999998,1.13219,0.95152,0.2086,93.06,-0.2573,0.0859,0.3432,1411.2348,0.228645,-352.34150800000003,-352.331629,-352.330685,-352.375988,38.378,-2331.943925728,-2347.9642304981,-2362.191114546,-2164.4686762271
114240,gdb_114241,4.07883,0.84252,0.78382,0.4782,84.31,-0.2333,0.0786,0.3118,1560.6624,0.19283599999999998,-404.30548999999996,-404.295754,-404.29481,-404.34047200000003,36.132,-2024.4049023731,-2037.8480276801001,-2050.295923713,-1876.7369744571
114280,gdb_114281,3.05484,1.3346799999999999,1.19204,2.1652,78.92,-0.2238,0.0096,0.2335,1129.6472,0.158968,-422.97579800000005,-422.96749900000003,-422.96655499999997,-423.00899400000003,31.0,-1830.1337635541001,-1841.8129610621,-1852.48186908,-1701.453630469
114320,gdb_114321,2.33391,1.3367200000000001,1.14431,1.1103,71.06,-0.23,0.061,0.29100000000000004,1181.4598,0.15723499999999999,-460.10895700000003,-460.09975199999997,-460.098808,-460.142641,34.788000000000004,-1777.0163817220998,-1788.1264285671,-1798.795336585,-1648.3864493571
114360,gdb_114361,2.76063,1.25505,1.16832,0.9718,78.48,-0.2432,0.0681,0.3114,1205.9994,0.181723,-424.19640300000003,-424.187459,-424.18651500000004,-424.23016500000006,33.716,-1968.222766585,-1981.274326276,-1993.129226304,-1826.526841822
114400,gdb_114401,3.42734,1.0889,1.0688799999999998,3.3557,77.02,-0.2372,0.0186,0.2558,1239.8731,0.159977,-419.175742,-419.167388,-419.166443,-419.209053,31.734,-1794.7253132110998,-1806.3693702151002,-1817.0376507239998,-1665.757153495
114440,gdb_114441,3.7635699999999996,1.23271,1.1009799999999998,2.5731,76.95,-0.2293,0.0737,0.303,1146.8589,0.173512,-403.110449,-403.10274300000003,-403.101799,-403.14267,30.528000000000002,-1902.3575394181,-1915.2974025070998,-1926.55930653,-1766.328020925
114480,gdb_114481,3.25228,1.2405,1.10103,1.7065,77.86,-0.2417,0.0202,0.2618,1187.9812,0.172656,-403.158297,-403.150145,-403.149201,-403.19173900000004,30.935,-1932.38259005,-1945.0425841251001,-1956.3044881479998,-1797.1192600460001
114520,gdb_114521,2.99472,1.20821,1.01357,3.2475,75.73,-0.2153,0.0626,0.2779,1240.9888,0.170648,-440.22386500000005,-440.215075,-440.21413099999995,-440.25754400000005,32.952,-1836.851247399,-1849.110263223,-1860.3721672460001,-1701.480613356
114560,gdb_114561,2.68436,1.4618799999999998,1.14852,3.8241,70.65,-0.2435,0.0612,0.3048,1103.3688,0.159851,-460.131636,-460.12352599999997,-460.12258099999997,-460.164123,32.251,-1791.2476583331,-1803.0448275331,-1813.7131080421,-1661.8665976951002
114600,gdb_114601,2.9980900000000004,1.14563,0.96431,3.0345,81.62,-0.2233,-0.0276,0.1957,1293.8565,0.16963599999999998,-403.116614,-403.107591,-403.106647,-403.150464,33.598,-1906.2261324030999,-1918.3395661391,-1929.6014701620002,-1771.218826071
114640,gdb_114641,1.9781400000000002,1.7175,1.08865,1.7297,71.19,-0.24100000000000002,0.0399,0.281,1138.1899,0.158708,-460.10472400000003,-460.09594400000003,-460.095,-460.138133,33.315,-1774.3601361251,-1785.736874295,-1796.405782313,-1645.557638785
114680,gdb_114681,3.3056099999999997,1.28641,1.21676,2.5107,74.14,-0.2437,0.0099,0.2536,1091.5718,0.16128399999999998,-423.014091,-423.00647699999996,-423.005533,-423.046236,30.241999999999997,-1854.1629656910998,-1866.2720068639999,-1876.940914882,-1724.8233206471
114720,gdb_114721,2.60822,1.54572,1.2189,2.5438,68.73,-0.2306,-0.042,0.1886,1061.3175,0.13505,-458.949625,-458.94134,-458.940395,-458.983,30.209,-1677.3767376481,-1687.286987285,-1696.769275784,-1561.9238667739999
114760,gdb_114761,3.8180400000000003,1.04641,0.8879299999999999,2.1183,83.78,-0.2432,0.0025,0.2456,1361.7094,0.183442,-387.08660699999996,-387.07805,-387.077106,-387.120048,33.0,-2036.0006411841,-2049.2956743670998,-2061.150574395,-1894.3593097041
114800,gdb_114801,2.55382,1.19689,1.0619399999999999,1.2775,85.32,-0.2544,0.0764,0.3308,1284.7494,0.20560799999999999,-388.263936,-388.254472,-388.25352799999996,-388.298326,36.219,-2146.9335647311,-2161.4365527391,-2174.477444777,-1992.51677752
114840,gdb_114841,3.06294,1.39533,1.3257299999999999,0.8042,77.7,-0.2451,0.0885,0.3337,1091.59,0.18524300000000002,-424.23965999999996,-424.23181500000004,-424.23087000000004,-424.272012,31.054000000000002,-1995.3669233981,-2009.10811548,-2020.962387999,-1852.786210945
114880,gdb_114881,3.95615,1.06492,0.91159,1.1563,86.77,-0.2226,0.0203,0.2429,1348.7183,0.183238,-387.06439700000004,-387.055857,-387.054913,-387.09781200000003,32.575,-2022.0636662939999,-2035.36936713,-2047.224267158,-1880.40601958
114920,gdb_114921,3.11415,1.1116,0.90514,0.8449,88.49,-0.2279,0.0311,0.2589,1392.1124,0.204672,-388.304492,-388.294404,-388.293459,-388.33934700000003,37.381,-2172.382819735,-2186.4942421271,-2199.534506656,-2018.2578242089999
114960,gdb_114961,3.8023800000000003,0.97231,0.84065,3.5234,69.92,-0.2635,0.0184,0.2819,1382.9397,0.147004,-476.23211200000003,-476.222925,-476.22198099999997,-476.26676900000007,32.371,-1705.693081273,-1715.925243027,-1726.0011550401,-1584.051089132
115000,gdb_115001,2.44991,1.36371,1.1108200000000001,0.3475,74.71,-0.2498,0.0179,0.2676,1182.505,0.17036300000000001,-440.30308099999996,-440.29377,-440.292826,-440.33762300000006,34.9,-1886.5600003431,-1898.492083978,-1909.7539880010002,-1751.7309065670001
